Sr#,District,Block,Village/Town Code,Village/Town Name,People Groups,Language Groups,Gath Type,MC,HC,PC,AV,EV,Church/Orgn Name,Pastor/Leader Name,Comments
21250,Khagaria,Chautham,1815238656,Agrahan,"Dom, Mallah, Paswan, Rajput, Yadav","Angika, Hindi",AV,0,0,0,1,0,India Mission,Alok Srivastav,
21257,Khagaria,Chautham,1816238666,Chautham,"Paswan, Yadav, Dom, Pasi, Chamar","Angika, Hindi",MC,1,0,0,0,0,ACCI,,
21259,Khagaria,Chautham,1819238669,Dhutauli,,,PC,0,0,1,0,0,India Mission,,March'25 Update
21260,Khagaria,Chautham,1819238673,Dighri,,,PC,0,0,1,0,0,India Mission,,March'25 Update
21261,Khagaria,Chautham,1817238662,Farreh,"Paswan, Rajput, Musahar, Pasi","Angika, Hindi",PC,0,0,1,0,0,India Mission,,AV to PC @ Sept'25
21264,Khagaria,Chautham,1815238655,Kharaita,"Dom, Mallah, Paswan, Rajput, Yadav","Angika, Hindi",AV,0,0,0,1,0,India Mission,Alok Srivastav,
21267,Khagaria,Chautham,1819238663,Nirpur,"Paswan, Rajput, Musahar, Pasi","Angika, Hindi",AV,0,0,0,1,0,India Mission,,
21268,Khagaria,Chautham,1819238674,Pahar chak,"Brahmin, Mandal, Yadav","Angika, Hindi",MC,1,0,0,0,0,ACCI,,
21270,Khagaria,Chautham,1816238661,Pipra,"Rajput, Brahmin, Paswan, Yadav","Angika, Hindi",MC,1,0,0,0,0,ACCI,,
21274,Khagaria,Chautham,1817238660,Telaunchh,"Paswan, Rajput, Musahar, Pasi","Angika, Hindi",AV,0,0,0,1,0,India Mission,,
21279,Khagaria,Gogri,1817238744,Basudeopur,"Mandal, Pasi, Paswan, Kanu, Yadav","Angika, Hindi",AV,0,0,0,1,0,Ind Church,Sanjay Vardhan,
21282,Khagaria,Gogri,1870285200,Bhojwa,"Mandal, Pasi, Paswan, Kanu, Yadav","Angika, Hindi",PC,0,0,1,0,0,Ind Church,Sanjay Vardhan,AV to PC @ Sept'25
21292,Khagaria,Gogri,1817238738,Gochhari,"Brahmin, Rajput, Paswan, Yadav","Angika, Hindi",PC,0,0,1,0,0,ACCI,Santosh,
21293,Khagaria,Gogri,1870238726,Gogri,"Dhobi, Mandal, Paswan, Ansari, Yadav","Angika, Hindi",MC,1,0,0,0,0,ACCI,Chandra Prakash,
21294,Khagaria,Gogri,1870801350,Gogri Jamalpur (NP),"Ansari, Dhobi, Mandal, Musahar, Paswan, Yadav","Angika, Hindi",HC,0,1,0,0,0,ACCI,Chandra Prakash,
21312,Khagaria,Gogri,1817238720,Mahesh Khunt,"Brahmin, Pasi, Paswan, Yadav","Angika, Hindi",MC,1,0,0,0,0,ACCI,Santosh,
21313,Khagaria,Gogri,1817238707,Maira,"Bhumihar, Mallah, Dom, Paswan","Angika, Hindi",AV,0,0,0,1,0,Ind Church,Sanjay Vardhan,
21314,Khagaria,Gogri,1817286100,Marachi,"Bhumihar, Mallah, Dom, Paswan","Angika, Hindi",AV,0,0,0,1,0,Ind Church,Sanjay Vardhan,
21315,Khagaria,Gogri,1817238741,Molia,"Kanu, Paswan, Rajput","Angika, Hindi",PC,0,0,1,0,0,Ind Church,Sanjay Vardhan,AV to PC @ Feb'25
21323,Khagaria,Gogri,1817286300,Pattinandania,"Brahmin, Pasi, Paswan, Yadav","Angika, Hindi",AV,0,0,0,1,0,Ind Church,Sanjay Vardhan,
21336,Khagaria,Gogri,1817287600,Shirnia,"Bhumihar, Mallah, Dom, Paswan","Angika, Hindi",AV,0,0,0,1,0,Ind Church,Sanjay Vardhan,
21346,Khagaria,Khagaria,1814238590,Bachhauta,"Paswan, Yadav, Teli","Angika, Hindi",MC,1,0,0,0,0,ACCI,Sundar Pal,
21347,Khagaria,Khagaria,1814238596,Barai,"Paswan, Yadav, Teli","Angika, Hindi",AV,0,0,0,1,0,ACCI,Sundar Pal,
21349,Khagaria,Khagaria,1814238592,Bhagwan chak,,,PC,0,0,1,0,0,Pentecostal Church,,March'25 Update
21354,Khagaria,Khagaria,1818238594,Dahraia,,,PC,0,0,1,0,0,Pentecostal Church,,March'25 Update
21358,Khagaria,Khagaria,1670238618,Durgapur,"Yadav, Teli, Paswan","Angika, Hindi",HC,0,1,0,0,0,Brothern Church,Benny,
21359,Khagaria,Khagaria,1818238619,Durgapur Barari,"Yadav, Teli, Paswan","Angika, Hindi",PC,0,0,1,0,0,AFM,Joseph,AV to PC @ Sept'25
21360,Khagaria,Khagaria,1670238617,Durgapur Karari,"Chamar, Das, Paswan, Yadav","Angika, Hindi",AV,0,0,0,1,0,AFM,Joseph,
21362,Khagaria,Khagaria,1819238633,Gaura,"Yadav, Teli, Paswan","Angika, Hindi",PC,0,0,1,0,0,Pentecostal Church,,AV to PC @ Oct - Dec'25
21367,Khagaria,Khagaria,1670238615,Kasimpur,,,PC,0,0,1,0,0,Pentecostal Church,,March'25 Update
21369,Khagaria,Khagaria,1818801349,Khagaria (Nagar Parishad),,,MC,1,0,0,0,0,,,March'25 Update
21376,Khagaria,Khagaria,1819238587,Marar,"Ansari, Musahar, Paswan, Yadav","Angika, Hindi",HC,0,1,0,0,0,Brothern Church,Samson,
21377,Khagaria,Khagaria,1819238589,Marar,"Ansari, Musahar, Paswan, Yadav","Angika, Hindi",PC,0,0,1,0,0,Brothern Church,Samson,
21378,Khagaria,Khagaria,1818238624,Mathurapur,"Chamar, Dusadh, Rajput, Yadav","Angika, Hindi",MC,1,0,0,0,0,Presbyterian Church,,
21381,Khagaria,Khagaria,1818238629,Parmanpur,"Rajput, Chamar, Paswan Yadav","Angika, Hindi",MC,1,0,0,0,0,Brothern Church,Samson,
21383,Khagaria,Khagaria,1818238593,Rahima,"Sahni, Yadav, Harijan, Kurmi, Paswn","Angika, Hindi",PC,0,0,1,0,0,AFM,Joseph,
21384,Khagaria,Khagaria,1874238625,Rahimpur,"Sahni, Yadav, Harijan, Kurmi, Paswn","Angika, Hindi",HC,0,1,0,0,0,AFM,Joseph,
21386,Khagaria,Khagaria,1818238627,Ranko,"Chamar, Paswan, Teli, Yadav","Angika, Hindi",HC,0,1,0,0,0,Brothern Church,Samson,
21390,Khagaria,Khagaria,1818238622,Seikhpura,"Sahni, Yadav, Harijan, Kurmi, Paswn","Angika, Hindi",PC,0,0,1,0,0,AFM,Joseph,AV to PC @ Sept'25
21393,Khagaria,Khagaria,1664238601,Tetarabad,"Sahni, Yadav, Harijan, Kurmi, Paswn","Angika, Hindi",AV,0,0,0,1,0,AFM,Joseph,
21396,Khagaria,Mansi,1819238647,Bakhtiarpur,,,PC,0,0,1,0,0,Ind Church,,March'25 Update
21401,Khagaria,Mansi,1819238639,Heyatpur,,,PC,0,0,1,0,0,Ind Church,,March'25 Update
21404,Khagaria,Mansi,1819238640,Mansi,,,MC,1,0,0,0,0,Brothern Church,,March'25 Update
21408,Khagaria,Mansi,1874238646,Thatha,,,HC,0,1,0,0,0,Brothern Church,,March'25 Update
21412,Khagaria,Parbatta,1820292800,Arazi Amanat,,,PC,0,0,1,0,0,Pentecostal Church,,March'25 Update
21417,Khagaria,Parbatta,1820238792,Bhatkhar,,,PC,0,0,1,0,0,Pentecostal Church,,March'25 Update
21426,Khagaria,Parbatta,1820296100,Dumaria Bazurg,,,HC,0,1,0,0,0,Pentecostal Church,,March'25 Update
21428,Khagaria,Parbatta,1820238794,Gaura,,,PC,0,0,1,0,0,Pentecostal Church,,March'25 Update
21429,Khagaria,Parbatta,1820238814,Gobindpur,,,PC,0,0,1,0,0,Pentecostal Church,,March'25 Update
21436,Khagaria,Parbatta,1820238776,Kabaila,,,PC,0,0,1,0,0,Pentecostal Church,,March'25 Update
21446,Khagaria,Parbatta,1820238806,Madhopur,,,HC,0,1,0,0,0,Pentecostal Church,,March'25 Update
21448,Khagaria,Parbatta,1820238774,Madhopur Karari,,,HC,0,1,0,0,0,Pentecostal Church,,March'25 Update
21454,Khagaria,Parbatta,1820238820,Parbata,,,MC,1,0,0,0,0,Pentecostal Church,,March'25 Update
21478,Kishanganj,Bahadurganj,1821222665,Altabari,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",MC,1,0,0,0,0,C.G.M,Sunil Sony,
21480,Kishanganj,Bahadurganj,1821801309,Bahadurganj (NP),"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",MC,1,0,0,0,0,,,
21481,Kishanganj,Bahadurganj,1821222699,Baisa,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,C.G.M,Sunil Sony,
21483,Kishanganj,Bahadurganj,1821222700,Baisagopalganj,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Chhotu kumar,
21484,Kishanganj,Bahadurganj,1821222728,Bangaon,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,,Chhotu kumar,
21486,Kishanganj,Bahadurganj,1821222750,Baradenga,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",HC,0,1,0,0,0,,Chhotu kumar,
21488,Kishanganj,Bahadurganj,1821222670,Belbari,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Chhotu kumar,
21489,Kishanganj,Bahadurganj,1821222756,Betbari,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Chhotu kumar,
21490,Kishanganj,Bahadurganj,1821222747,Bhadesar,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,,Chhotu kumar,
21491,Kishanganj,Bahadurganj,1821222721,Bhatabari,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",HC,0,1,0,0,0,,Chhotu kumar,
21493,Kishanganj,Bahadurganj,1821222746,Bhupla,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",MC,1,0,0,0,0,,Chhotu kumar,
21494,Kishanganj,Bahadurganj,1821222681,Birnia,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Chhotu kumar,
21495,Kishanganj,Bahadurganj,1821222698,Birpur,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,,Chhotu kumar,AV to PC @ Sept'25
21497,Kishanganj,Bahadurganj,1821222703,Bochagari,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,,Chhotu kumar,
21498,Kishanganj,Bahadurganj,1821222676,Brahmotar Gachh,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,,Chhotu kumar,
21500,Kishanganj,Bahadurganj,1821222741,Chanaur Milik,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,C.G.M,Sunil Sony,
21501,Kishanganj,Bahadurganj,1821222685,Chandargaon,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,C.G.M,Sunil Sony,
21503,Kishanganj,Bahadurganj,1821222688,Chhota Laucha,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Chhotu kumar,
21505,Kishanganj,Bahadurganj,1821222752,Chorkattakurhaila,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,C.G.M,Sunil Sony,
21507,Kishanganj,Bahadurganj,1821222697,Dahgaon,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,Pentecostal Church,,AV to PC @ Oct - Dec'25
21509,Kishanganj,Bahadurganj,1821222663,Dala,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,C.G.M,Sunil Sony,AV to PC @ Sept'25
21510,Kishanganj,Bahadurganj,1821222664,Dala Mohiuddinpur,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,C.G.M,Sunil Sony,
21511,Kishanganj,Bahadurganj,1821222674,Damdama,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Chhotu kumar,
21512,Kishanganj,Bahadurganj,1821222724,Deotar Birnia,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,C.G.M,Sunil Sony,
21514,Kishanganj,Bahadurganj,1821222711,Dharhar,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Chhotu kumar,
21516,Kishanganj,Bahadurganj,1821222716,Dohar,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,C.G.M,Sunil Sony,AV to PC @ Sept'25
21518,Kishanganj,Bahadurganj,1821222675,Duadangi,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",HC,0,1,0,0,0,C.G.M,Sunil Sony,
21520,Kishanganj,Bahadurganj,1821222735,Dulali,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,C.G.M,Sunil Sony,
21522,Kishanganj,Bahadurganj,1821222707,Durgapur,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",HC,0,1,0,0,0,C.G.M,Sunil Sony,
21524,Kishanganj,Bahadurganj,1821222682,Durgapur Sohadi,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,C.G.M,Sunil Sony,
21525,Kishanganj,Bahadurganj,1821222672,Gangi,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",HC,0,1,0,0,0,C.G.M,Sunil Sony,
21526,Kishanganj,Bahadurganj,1821222754,Goabari,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,C.G.M,Sunil Sony,
21529,Kishanganj,Bahadurganj,1821222730,Gurgaon,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,C.G.M,Sunil Sony,
21531,Kishanganj,Bahadurganj,1821222708,Haribhasa,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Chhotu kumar,
21532,Kishanganj,Bahadurganj,1821222709,Haribhasa,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Chhotu kumar,
21533,Kishanganj,Bahadurganj,1821222717,Jhiljhili,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,C.G.M,Sunil Sony,
21535,Kishanganj,Bahadurganj,1821222694,Jhingakata,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,C.G.M,Sunil Sony,
21536,Kishanganj,Bahadurganj,1821222696,Jhingakata Istamrar,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,C.G.M,Sunil Sony,
21538,Kishanganj,Bahadurganj,1821222657,Kasbe Anganj UrfKasbaKhodaganj,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,C.G.M,Sunil Sony,
21539,Kishanganj,Bahadurganj,1821222737,Kathalbari,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",HC,0,1,0,0,0,C.G.M,Sunil Sony,
21540,Kishanganj,Bahadurganj,1821222738,Kathalbari,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,C.G.M,Sunil Sony,
21541,Kishanganj,Bahadurganj,1821222731,Kharij Kumhia,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",HC,0,1,0,0,0,C.G.M,Sunil Sony,
21543,Kishanganj,Bahadurganj,1821222743,Koimari,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",HC,0,1,0,0,0,C.G.M,Sunil Sony,
21544,Kishanganj,Bahadurganj,1821222744,Koimari,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,C.G.M,Sunil Sony,
21545,Kishanganj,Bahadurganj,1821222740,Korat Bangaon,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,C.G.M,Sunil Sony,
21548,Kishanganj,Bahadurganj,1821222689,Lahsora,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",HC,0,1,0,0,0,C.G.M,Sunil Sony,PC to HC @ March'25
21550,Kishanganj,Bahadurganj,1821222660,Lohia Kandar,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Chhotu kumar,
21551,Kishanganj,Bahadurganj,1821222669,Lohia Kandar,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Chhotu kumar,
21552,Kishanganj,Bahadurganj,1821222715,Mahadeo Dighi,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,,Chhotu kumar,
21553,Kishanganj,Bahadurganj,1827222732,Mahammad Nagar,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",HC,0,1,0,0,0,,Chhotu kumar,
21554,Kishanganj,Bahadurganj,1821222692,Mahesh Bathna,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",HC,0,1,0,0,0,,Chhotu kumar,
21556,Kishanganj,Bahadurganj,1821222684,Muktaram Deori,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,C.G.M,Sunil Sony,
21558,Kishanganj,Bahadurganj,1821222710,Musaldenga,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Chhotu kumar,
21560,Kishanganj,Bahadurganj,1821222761,Netuapara,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,C.G.M,Sunil Sony,
21562,Kishanganj,Bahadurganj,1821222690,Pahatgaon,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,C.G.M,Sunil Sony,
21563,Kishanganj,Bahadurganj,1821222718,Palasmani,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,C.G.M,Sunil Sony,
21565,Kishanganj,Bahadurganj,1821222677,Pipra Gachh,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,C.G.M,Sunil Sony,
21566,Kishanganj,Bahadurganj,1821222759,Rampur,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Chhotu kumar,
21567,Kishanganj,Bahadurganj,1827222668,Rangamani,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Chhotu kumar,
21569,Kishanganj,Bahadurganj,1821222706,Rupni,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,C.G.M,Sunil Sony,
21571,Kishanganj,Bahadurganj,1821222680,Samesar,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,Pentecostal Church,,AV to PC @ Oct - Dec'25
21572,Kishanganj,Bahadurganj,1821222702,Satmeri,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,C.G.M,Sunil Sony,
21574,Kishanganj,Bahadurganj,1821222758,Siktihar,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,C.G.M,Sunil Sony,AV to PC @ Feb'25
